,conm,gvkey,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,costat,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
1048,PHATHOM PHARMA INC,035728,"100 Campus Drive, Suite 102",,,,07932,"Phathom Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases.",0001783183,Florham Park,Phathom Pharmaceuticals Inc,A,,,82-4151574,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325414,877 742 8466,,,01,2836,,,,NJ,0.0,www.phathompharma.com,,2019-10-25
1049,4D MOLECULAR THER INC,035729,"5858 Horton Street, Suite 455",,,,94608,"4D Molecular Therapeutics, Inc., a clinical-stage gene therapy company, develops product candidates using its adeno-associated viruses vectors. It develops a portfolio of gene therapy product candidates focuses in three therapeutic areas: ophthalmology, cardiology, and pulmonology.",0001650648,EmeryVille,4d Molecular Therapeutics Inc,A,,,47-3506994,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,510 505 2680,,,01,2836,,,,CA,0.0,www.4dmoleculartherapeutics.com,,2020-12-11
1050,OYSTER POINT PHARM INC,035747,"202 Carnegie Center, Suite 109",,,,08540,"Oyster Point Pharma, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of pharmaceutical therapies to treat ophthalmic diseases in the United States.",0001720725,Princeton,Oyster Point Pharma Inc,A,,,81-1030955,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,609 382 9032,,,01,2836,,,,NJ,0.0,www.oysterpointrx.com,,2019-10-31
1051,GALERA THERAPEUTICS INC,035768,"2 West Liberty Boulevard, Suite 110",,,,19355,"Galera Therapeutics, Inc., a clinical stage biopharmaceutical company, focuses on the development and commercialization of therapeutics for the transformation of radiotherapy in cancer.",0001563577,Malvern,Galera Therapeutics Inc,A,,,46-1454898,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,610 725 1500,,,01,2836,,,,PA,0.0,www.galeratx.com,,2019-11-07
1052,89BIO INC,035776,"142 Sansome Street, 2nd Floor",,,,94104,"89bio, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for the treatment of liver and cardio-metabolic diseases.",0001785173,San Francisco,89bio Inc,A,,,36-4946844,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,415 432 9270,,,01,2836,,,,CA,0.0,www.89bio.com,,2019-11-11
1053,BAUDAX BIO INC,035796,490 Lapp Road,,,,19355,"Baudax Bio, Inc., a pharmaceutical company, develops and commercializes products for hospital and other acute care settings. The company offers ANJESO (meloxicam) injection for the management of moderate to severe pain, alone or in combination with non-NSAID analgesics.",0001780097,Malvern,Baudax Bio Inc,A,,,47-4639500,484 395 2471,USA,12.0,3520,352020,35,35202010,D,PA,USA,325414,484 395 2440,,,01,2836,,,,PA,0.0,www.baudaxbio.com,,
1054,BRISTOL-MYERS -PRO FORMA,035888,"430 East 29th Street, 14th Floor",,,,10016,,,New York,Bristol-Myers Squibb Co -Pro Forma,I,,10,,,USA,9.0,,,,,D,DE,USA,325414,212-546-4000,,,01,2836,,,,NY,3.0,,2020-05-18,
1055,ADITXT INC,035958,"737 North Fifth Street, Suite 200",,,,23219,"Aditxt, Inc., a biotech company, develops technologies focuses on improving the health of the immune system through immune mapping and reprogramming.",0001726711,Richmond,Aditxt Inc,A,,,82-3204328,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,909 488 0844,,,01,2834,,,,VA,0.0,www.aditxt.com,,2020-06-30
1056,IMMUNOVANT INC,035982,"320 West 37th Street, 6th Floor",,,,10018,"Immunovant, Inc., a clinical-stage biopharmaceutical company, develops monoclonal antibodies for the treatment of autoimmune diseases.",0001764013,New York,Immunovant Inc,A,,,83-2771572,,USA,3.0,3520,352010,35,35201010,D,DE,USA,325414,917 580 3099,,,01,2836,,,,NY,0.0,immunovant.com,,
1057,4FRONT VENTURES CORP,035995,"5060 North 40th Street, Suite 120",,,,85018,"4Front Ventures Corp. owns and manages licensed cannabis facilities in state-licensed markets in the United States. The company operates in two segments, THC Cannabis and Cannabidiol (CBD) Wellness. It produces, cultivates, sells, and distributes cannabis and CBD.",0001783875,Phoenix,4Front Ventures Corp,A,,,,,CAN,12.0,3520,352020,35,35202010,D,,USA,325412,602 633 3067,,,01,2834,,,,AZ,3.0,4frontventures.com,,
1058,NEUROBO PHARMACEUTICALS INC,036014,"200 Berkeley Street, Office 19th Floor",,,,02116,"NeuroBo Pharmaceuticals, Inc., a clinical-stage biotechnology company provides therapies for neurodegenerative, infectious, and cardiometabolic diseases.",0001638287,Boston,NeuroBo Pharmaceuticals Inc,A,,,47-2389984,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,857 702 9600,,,01,2836,,,,MA,0.0,www.neurobopharma.com,,
1059,GREENROSE ACQUISITION CORP,036016,111 Broadway,,,,11701,"Greenrose Holding Company Inc., through its subsidiaries, engages in the production and sale of cannabis products. It engages in cultivating, processing, and packaging medical cannabis and derivative products. The company was founded in 2014 and is headquartered in Amityville, New York.",0001790665,Amityville,Greenrose Acquisition Corp,A,,,84-2845696,,USA,12.0,,,,,D,DE,USA,325411,516 346 5270,,,02,2833,,,,NY,3.0,www.greenroseholdings.com,,2020-02-11
1060,ARCUTIS BIOTHERAPEUTICS INC,036028,"3027 Townsgate Road, Suite 300",,,,91361,"Arcutis Biotherapeutics, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for dermatological diseases.",0001787306,Westlake Village,Arcutis Biotherapeutics Inc,A,,,81-2974255,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,805 418 5006,,,01,2834,,,,CA,0.0,www.arcutis.com,,2020-01-31
1061,BOOMER HOLDINGS INC,036041,8670 West Cheyenne Avenue,,,,89129,"Boomer Holdings Inc., through its subsidiaries, provides various wellness products and services. It operates through Boomer E-Commerce, Boomer Wholesale, and Boomer Vietnam divisions.",0001678746,Las Vegas,Boomer Holdings Inc,A,,,,,USA,12.0,3030,303020,30,30302010,D,NV,USA,325411,888 266 6370,,,01,2833,,,,NV,3.0,www.boomernaturals.com,,
1062,PROTARA THERAPEUTICS INC,036044,"345 Park Avenue South, 3rd Floor",,,,10010,"Protara Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the identifying and advancing transformative therapies for the treatment of cancer and rare diseases.",0001359931,New York,Protara Therapeutics Inc,A,,,20-4580525,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,646 844 0337,,,01,2836,,,,NY,0.0,www.protaratx.com,,
1063,PPD INC,036049,929 North Front Street,,,,28401-3331,"PPD, Inc., together with its subsidiaries, provides drug development services to the biopharmaceutical industry worldwide. The company operates through two segments, Clinical Development Services and Laboratory Services.",0001793294,Wilmington,PPD Inc,A,,,45-3806427,,USA,12.0,3520,352030,35,35203010,D,DE,USA,541714,910 251 0081,,,01,8731,,,,NC,0.0,www.ppd.com,,2020-02-06
1064,BLACK DIAMOND THERAPEUTICS,036052,"One Main Street, 10th Floor",,,,02142,"Black Diamond Therapeutics, Inc., a biotechnology company, discover, develops, and commercializes medicines for patient with genetically defined tumors.",0001701541,Cambridge,Black Diamond Therapeutics Inc,A,,,81-4254660,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617 252 0848,,,01,2836,,,,MA,0.0,www.blackdiamondtherapeutics.com,,2020-01-30
1065,REVOLUTION MEDICINES INC,036083,700 Saginaw Drive,,,,94063,"Revolution Medicines, Inc., a clinical-stage precision oncology company, focuses on developing therapies to inhibit frontier targets in RAS-addicted cancers.",0001628171,Redwood City,Revolution Medicines Inc,A,,,47-2029180,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650 481 6801,,,01,2836,,,,CA,0.0,www.revmed.com,,2020-02-13
1066,TPCO HOLDING CORP,036132,1550 Leigh Avenue,,,,95125,"TPCO Holding Corp., cultivates, extracts, manufactures, distributes, retails, and delivers cannabis in California.",0001876945,San Jose,TPCO Holding Corp,A,,,,,CAN,12.0,3030,303020,30,30302010,D,,USA,325412,888 265 8627,,,01,2834,,,,CA,3.0,www.theparent.co,,
1067,PASSAGE BIO INC,036140,"One Commerce Square, 39th Floor, 2005 Market Street",,,,19103,"Passage Bio, Inc., a genetic medicines company, develops transformative therapies for central nervous system diseases.",0001787297,Philadelphia,Passage Bio Inc,A,,,82-2729751,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,267 866 0311,,,01,2836,,,,PA,0.0,www.passagebio.com,,2020-02-28
1068,IMARA INC,036204,"116 Huntington Avenue, 6th Floor",,,,02116,"IMARA Inc., a clinical-stage biopharmaceutical company, develops and commercializes therapeutics for patients with rare genetic disorders of hemoglobin.",0001672619,Boston,Imara Inc,A,,,81-1523849,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,617 206 2020,,,01,2834,,,,MA,0.0,imaratx.com,,2020-03-12
1069,ORIC PHARMACEUTICALS,036264,"240 East Grand Avenue, 2nd Floor",,,,94080,"ORIC Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers and develops therapies for treatment of cancers in the United States.",0001796280,South San Francisco,ORIC Pharmaceuticals Inc,A,,,47-1787157,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650 388 5600,,,01,2836,,,,CA,0.0,www.oricpharma.com,,2020-04-24
1070,ZENTALIS PHARMACEUTICALS INC,036301,"1359 Broadway, Suite 1710",,,,10018,"Zentalis Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing small molecule therapeutics for the treatment of various cancers.",0001725160,New York,Zentalis Pharmaceuticals Inc,A,,,82-3607803,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,212 433 3791,,,01,2836,,,,NY,0.0,zentalis.com,,2020-04-03
1071,KEROS THERAPEUTICS INC,036328,"99 Hayden Avenue, Suite 120, Building E",,,,02421,"Keros Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of novel treatments for patients suffering from hematological and musculoskeletal disorders with high unmet medical need.",0001664710,Lexington,Keros Therapeutics Inc,A,,,81-1173868,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,617 314 6297,,,01,2834,,,,MA,0.0,www.kerostx.com,,2020-04-08
1072,LUMOS PHARMA INC,036333,"4200 Marathon Boulevard, Suite 200",,,,78756,"Lumos Pharma, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapeutics for rare diseases.",0001126234,Austin,Lumos Pharma Inc,A,,,,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,512 215 2630,,,01,2836,,,,TX,0.0,www.lumos-pharma.com,,
1073,SONNET BIOTHERAPEUTICS HOLD,036356,"100 Overlook Center, Suite 102",,,,08540,"Sonnet BioTherapeutics Holdings, Inc., a clinical stage oncology-focused biotechnology company, develops platform for biologic medicines of single or bispecific action.",0001776628,Princeton,Sonnet BioTherapeutics Holdings Inc,A,,,20-2932652,,USA,9.0,3520,352010,35,35201010,D,DE,USA,325414,609-375-2227,,,01,2836,,,,NJ,0.0,www.sonnetbio.com,,
1074,LANTERN PHARMA INC,036394,"1920 McKinney Avenue, 7th Floor",,,,75201,"Lantern Pharma Inc., a clinical stage biotechnology company, focuses on artificial intelligence, machine learning, and genomic data to streamline the drug development process.",0001763950,Dallas,Lantern Pharma Inc,A,,,46-3973463,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,972 277 1136,,,01,2836,,,,TX,0.0,www.lanternpharma.com,,2020-06-11
1075,PLIANT THERAPEUTICS IN,036464,260 Littlefield Avenue,,,,94080,"Pliant Therapeutics, Inc., a clinical stage biopharmaceutical company, discovers, develops, and commercializes novel therapies for the treatment of fibrosis and related diseases in the United States.",0001746473,South San Francisco,Pliant Therapeutics Inc,A,,,47-4272481,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650 481 6770,,,01,2834,,,,CA,0.0,pliantrx.com,,2020-06-03
1076,KIROMIC BIOPHARMA INC,036465,"7707 Fannin, Suite 140",,,,77054,"Kiromic BioPharma, Inc., an artificial intelligence driven allogeneic cell therapy company, engages in developing the multi-indication allogeneic T cell therapies that exploits the natural potency of the Gamma Delta T cell to target solid tumors.",0001792581,Houston,Kiromic BioPharma Inc,A,,,46-4762913,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,832 968 4888,,,01,2836,,,,TX,0.0,www.kiromic.com,,2020-10-16
1077,AVIDITY BIOSCIENCE INC,036473,"10578 Science Center Drive, Suite 125",,,,92121,"Avidity Biosciences, Inc., a biopharmaceutical company, engages in the development of oligonucleotide-based therapies. It develops antibody oligonucleotide conjugates (AOC) that are designed to treat a range of serious diseases.",0001599901,San Diego,Avidity Biosciences Inc,A,,,46-1336960,858 401 7901,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,858 401 7900,,,01,2836,,,,CA,0.0,www.aviditybiosciences.com,,2020-06-12
1078,ROYALTY PHARMA PLC,036474,"110 East 59th Street, Floor 33",,,,10022,"Royalty Pharma plc operates as a buyer of biopharmaceutical royalties and a funder of innovations in the biopharmaceutical industry in the United States. It is also involved in the identification, evaluation, and acquisition of royalties on various biopharmaceutical therapies.",0001802768,New York,Royalty Pharma plc,A,,,98-1535773,,GBR,12.0,3520,352020,35,35202010,D,,USA,325412,212 883 0200,,,01,2834,,,,NY,0.0,www.royaltypharma.com,,2020-06-16
1079,LEGEND BIOTEC COR -ADR,036482,2101 Cottontail Lane,,,,08873,"Legend Biotech Corporation, a clinical-stage biopharmaceutical company, through its subsidiaries, engages in the discovery and development of novel cell therapies for oncology and other indications in the United States, China, and internationally.",0001801198,Somerset,LEGEND BIOTECH CORPORATION,A,,,,,CYM,12.0,3520,352010,35,35201010,D,,USA,325414,732 317 5050,,,90,2836,,,,NJ,0.0,www.legendbiotech.com,,2020-06-05
1080,ALLERGAN PLC -PRO FORMA,036493,1 North Waukegan Road,,,,60064,,,North Chicago,Allergan plc -Pro Forma,A,,,,,IRL,12.0,,,,,D,,USA,325412,847-932-7900,,,01,2834,,,,IL,3.0,,,
1081,APPLIED MOLEC TRAN INC,036496,450 East Jamie Court,,,,94080,"Applied Molecular Transport Inc., a clinical-stage biopharmaceutical company, engages in the design and development of a pipeline of oral and respiratory biologic product candidates to treat autoimmune, inflammatory, metabolic, and other diseases.",0001801777,South San Francisco,Applied Molecular Transport Inc,A,,,81-4481426,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650 392 0420,,,01,2836,,,,CA,0.0,www.appliedmt.com,,2020-06-05
1082,TIMBER PHARMACEUTICALS INC,036506,"110 Allen Road, Suite 401",,,,07920,"Timber Pharmaceuticals LLC, a clinical-stage biopharmaceutical company, engages in the development and commercialization of treatments for orphan dermatologic diseases.",0001504167,Basking Ridge,Timber Pharmaceuticals Inc,A,,,59-3843182,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,973 314 9577,,,01,2834,,,,NJ,0.0,www.timberpharma.com,,
1083,HISTOGEN INC,036525,"10655 Sorrento Valley Road, Suite 200",,,,92121,"Histogen Inc., a clinical-stage therapeutics company, focuses on developing proprietary hypoxia-generated growth factor technology platform and stem cell-free biologic products.",0001383701,San Diego,Histogen Inc,A,,,20-3183915,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,858 526 3100,,,01,2836,,,,CA,0.0,www.histogen.com,,
1084,VIRIOS THERAPEUTIC INC,036530,44 Milton Avenue,,,,30009,"Virios Therapeutics, Inc., a development-stage biotechnology company, focuses on developing antiviral therapies to treat diseases associated with a viral triggered abnormal immune response.",0001818844,Alpharetta,Virios Therapeutics Inc,A,,,45-4618270,,USA,12.0,3520,352010,35,35201010,D,AL,USA,325414,866 620 8655,,,01,2836,,,,GA,0.0,www.virios.com,,2020-12-17
1085,LARIMAR THERAPEUTICS INC,036536,"Three Bala Plaza East, Suite 506",,,,19004,"Larimar Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing treatments for rare diseases using its novel cell penetrating peptide technology platform.",0001374690,Bala Cynwyd,Larimar Therapeutics Inc,A,,,,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,844 511 9056,,,01,2836,,,,PA,0.0,www.larimartx.com,,
1086,FORMA THERA HOLDIN INC,036555,"300 North Beacon Street, Suite 501",,,,02472,"Forma Therapeutics Holdings, Inc., a clinical-stage biopharmaceutical company, focuses on development and commercialization of novel therapeutics for treatment of rare hematologic diseases and cancers.",0001538927,Watertown,Forma Therapeutics Holdings Inc,A,,,37-1657129,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617 679 1970,,,01,2836,,,,MA,0.0,www.formatherapeutics.com,,2020-06-19
1087,GREENWICH LIFESCIE INC,036558,"Building 14, 3992 Bluebonnet Drive",,,,77477,"Greenwich LifeSciences, Inc., a clinical stage biopharmaceutical company, focuses on the development of novel cancer immunotherapies for breast cancer and other HER2/neu-expressing cancers.",0001799788,Stafford,Greenwich Lifesciences Inc,A,,,20-5473709,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,832 819 3232,,,01,2836,,,,TX,0.0,greenwichlifesciences.com,,2020-09-25
1088,AKOUOS INC,036572,"645 Summer Street, Suite 200",,,,02210,"Akouos, Inc., a precision genetic medicine company, developing gene therapies to restore, improve, and preserve physiologic hearing for individuals. The company's precision genetic medicine platform incorporates a proprietary adeno-associated viral vector library and a novel delivery approach.",0001722271,Boston,Akouos Inc,A,,,81-1716654,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,857 410 1818,,,01,2836,,,,MA,0.0,www.akouos.com,,2020-06-26
